Gene ID	baseMean	log2FoldChange	lfcSE (standard error)	stat	pvalue	padj
Os07g0241800	122.9429726	-0.746181426	0.217791228	-3.426131681	0.000612243	0.00172388
Os02g0150600	88.32990067	0.796785389	0.232567672	3.426036748	0.000612458	0.001724156
Os02g0173900	1710.245284	-0.353478444	0.103173664	-3.42605302	0.000612421	0.001724156
Os11g0164900	56.50242845	-1.062777578	0.310224195	-3.425837172	0.000612908	0.00172526
Os03g0668400	184.8545564	-0.657115465	0.191824122	-3.425614348	0.000613411	0.001726513
Os02g0204201	208.1090598	-0.537134752	0.156802529	-3.425549038	0.000613558	0.001726764
Os05g0516550	8.759941755	-2.868927351	0.837681196	-3.424843918	0.000615153	0.001731088
Os03g0359100	1174.106162	0.346299939	0.101119445	3.424662184	0.000615564	0.001732083
Os12g0283100	99.00379859	-0.85594379	0.249990425	-3.423906293	0.000617279	0.001736743
Os04g0227100	314.9077102	-0.538290246	0.15721852	-3.423834845	0.000617441	0.001737036
Os02g0831700	105.3660179	0.788010696	0.230194937	3.423232096	0.000618812	0.001740727
Os04g0180900	311.4884137	0.50107719	0.146382367	3.423070692	0.00061918	0.001741597
Os01g0583200	294.7912836	0.524867294	0.153349101	3.422695608	0.000620035	0.001743837
Os10g0132300	458.310957	0.410814789	0.120028704	3.422637891	0.000620166	0.001744042
Os07g0462700	653.3139028	-0.409716842	0.119726016	-3.422120401	0.000621348	0.0017472
Os01g0253500	146.0273669	-0.689541638	0.201509589	-3.421880034	0.000621897	0.001748414
Os06g0334400	1801.918077	-0.314073888	0.091783511	-3.421898803	0.000621855	0.001748414
Os01g0700900	11.18319819	-2.945080627	0.860834048	-3.421194402	0.000623467	0.001752663
Os05g0370200	131.6972941	0.673934098	0.197017324	3.42068445	0.000624638	0.001755786
Os10g0523900	15.424724	-2.542810468	0.743481597	-3.420139084	0.000625891	0.001759144
Os04g0654500	85.83022295	-1.307912707	0.382426511	-3.42003671	0.000626127	0.00175964
Os04g0513000	469.0210162	0.415765302	0.121592255	3.419340337	0.000627732	0.001763983
Os01g0164300	13.78896182	2.961706685	0.866265904	3.418934848	0.000628668	0.001766447
Os05g0355200	595.2788112	0.369140467	0.107970524	3.418900384	0.000628747	0.001766503
Os07g0634100	13.55515313	2.442250189	0.714455447	3.418337979	0.000630048	0.001769991
Os06g0631300	704.7442076	-0.360468886	0.105462513	-3.417981184	0.000630875	0.001772145
Os12g0633000	171.4854554	0.585377909	0.171270283	3.417860344	0.000631155	0.001772765
Os01g0748500	21.75868426	1.898536086	0.555617718	3.41698262	0.000633193	0.001778322
Os08g0524800	214.4565733	0.663838795	0.194321632	3.416185766	0.000635049	0.001783366
Os04g0115800	16.3254291	2.154824316	0.630798229	3.416027845	0.000635417	0.001784232
Os12g0113900	77.38006633	0.974515369	0.285301129	3.41574312	0.000636082	0.00178593
Os01g0125900	1621.187679	-0.358254732	0.104892015	-3.415462371	0.000636738	0.001787603
Os04g0580500	23.54914969	1.590178132	0.465647862	3.414979993	0.000637867	0.001790603
Os02g0672600	1216.676666	-0.319036727	0.093427547	-3.414803644	0.00063828	0.001791594
Os05g0338933	107.1833432	0.785471812	0.230069565	3.414062233	0.00064002	0.001796307
Os09g0471000	15.19406578	-2.045837826	0.59931657	-3.413617989	0.000641064	0.001799068
Os02g0199900	689.3116664	-0.388706279	0.113902152	-3.412633304	0.000643385	0.00180541
Os03g0701900	1440.246949	-0.344471125	0.100943664	-3.412508632	0.000643679	0.001806066
Os03g0336100	7.25715537	-3.489823742	1.022880209	-3.411761918	0.000645445	0.001810849
Os06g0731000	4.58138238	-5.797744013	1.69944846	-3.41154448	0.00064596	0.001812123
Os08g0120000	1884.837385	-0.317630587	0.093141282	-3.410202018	0.000649148	0.001820895
Os01g0173600	5.748182301	4.796880518	1.407059012	3.409153758	0.000651647	0.001827735
Os03g0570100	91.42580305	1.029384064	0.301961503	3.408991056	0.000652036	0.001828653
Os06g0724200	227.7737531	-0.522804183	0.153415748	-3.407760867	0.000654983	0.00183657
Os12g0634600	224.676188	0.69478313	0.203882198	3.407767512	0.000654967	0.00183657
Os01g0873000	26.16287831	1.691430574	0.496385734	3.407492315	0.000655628	0.001838205
Os10g0141900	173.5788517	0.628653379	0.184535581	3.406678401	0.000657586	0.001843521
Os09g0322600	126.3998233	-0.769975757	0.226022376	-3.406635089	0.00065769	0.001843639
Os12g0553800	22.81236764	1.785769677	0.524208779	3.406600095	0.000657774	0.001843702
Os12g0144200	36.87755007	1.487401813	0.436662084	3.406299441	0.000658499	0.00184556
Os08g0277300	28.08949899	-1.465896381	0.430387451	-3.405992387	0.00065924	0.001847463
Os01g0605650	654.6499648	-0.425267005	0.124890263	-3.405125391	0.000661337	0.001853164
Os05g0122600	49.19024843	1.026088417	0.301340383	3.405081015	0.000661444	0.00185329
Os03g0345901	1813.324914	-0.391847443	0.115090354	-3.404694045	0.000662382	0.001855743
Os07g0222300	2299.42621	0.29675462	0.087166739	3.404447876	0.00066298	0.001857242
Os03g0845700	271.7993438	-0.563270444	0.16546904	-3.404083591	0.000663864	0.001859545
Os04g0529500	436.3547182	0.447726388	0.131552565	3.403402941	0.000665521	0.001864009
Os01g0531500	2276.402926	0.381338789	0.112062406	3.402914523	0.000666711	0.001867168
Os12g0616200	1333.947035	-0.420973734	0.123712147	-3.402848817	0.000666872	0.001867442
Os04g0402100	8811.548211	0.264244891	0.077654687	3.402819583	0.000666943	0.001867466
Os02g0806300	78.77981289	0.849919293	0.249844886	3.401787831	0.000669466	0.001874324
Os11g0250600	42.07886904	1.100238361	0.323431492	3.401766341	0.000669519	0.001874324
Os03g0753600	245.5228076	-0.589604347	0.173357416	-3.401091	0.000671175	0.001878784
Os08g0208200	34.12315229	1.267579358	0.372742472	3.400683997	0.000672175	0.001881406
Os02g0152500	2259.807241	0.318498722	0.093666173	3.400360161	0.000672971	0.001883459
Os02g0729500	124.146566	0.842367465	0.247759851	3.399935313	0.000674018	0.00188621
Os02g0160250	155.5048778	-0.808808064	0.237900933	-3.399768363	0.00067443	0.001887185
Os03g0747700	789.4136527	0.699989679	0.205897769	3.399695301	0.00067461	0.001887511
Os05g0100500	892.7016549	-0.398245419	0.117169249	-3.398890252	0.000676599	0.001892898
Os01g0717700	1331.32936	0.327386192	0.09632611	3.398727427	0.000677002	0.001893847
Os02g0800500	30.01046281	-1.624924863	0.478172567	-3.398197582	0.000678314	0.00189734
Os01g0811300	383.6185332	-0.450686328	0.132651212	-3.39752891	0.000679974	0.001901804
Os01g0832900	239.7280723	0.578016434	0.17013681	3.397362586	0.000680387	0.001902782
Os07g0223001	11.15271138	2.57740255	0.758687277	3.397186993	0.000680824	0.001903824
Os09g0110100	167.5529803	0.622322589	0.183216778	3.396646293	0.000682171	0.00190741
Os11g0495400	9.631101124	-3.035674367	0.893761649	-3.396514464	0.0006825	0.00190815
Os03g0572250	201.5735232	0.562634691	0.165658509	3.396352499	0.000682904	0.0019091
Os01g0612500	125.6890252	-0.842747453	0.248178507	-3.395731017	0.000684456	0.00191326
Os01g0852500	617.9541	-0.35879953	0.105665632	-3.395612403	0.000684753	0.001913909
Os04g0419100	57.39680611	-1.046728444	0.308286284	-3.395313051	0.000685502	0.001915823
Os07g0686800	69.57975114	-1.241807349	0.365759992	-3.395142647	0.000685929	0.001916836
Os07g0113700	2913.547728	-0.264467876	0.077918994	-3.394138724	0.000688448	0.001923696
Os04g0269700	212.3604654	-0.683217729	0.201319502	-3.393698675	0.000689555	0.001926609
Os07g0644100	719.6551728	-0.467604332	0.137799243	-3.393373742	0.000690374	0.001928715
Os07g0608700	1105.159632	0.377610989	0.111280253	3.393333298	0.000690476	0.001928818
Os12g0634400	19.39123772	1.8039688	0.531641128	3.393207758	0.000690792	0.001929521
Os05g0230900	2276.882365	0.308059255	0.090791886	3.393026273	0.00069125	0.001930619
Os02g0650500	302.673724	-0.544009777	0.160339415	-3.392863678	0.000691661	0.001931584
Os07g0622700	328.8870086	0.617316471	0.181974746	3.392319459	0.000693036	0.001935243
Os06g0689600	186.1925131	-0.853594315	0.251636481	-3.392172357	0.000693408	0.001936101
Os08g0542300	218.6328633	-0.724284075	0.213523408	-3.392059355	0.000693694	0.001936717
Os12g0634700	87.48968343	1.23708548	0.364717639	3.391899236	0.0006941	0.001937551
Os12g0527800	957.1447781	-0.331044329	0.097598782	-3.391889972	0.000694123	0.001937551
Os02g0512400	58.22123073	1.069597703	0.315353515	3.391741812	0.000694499	0.001938417
Os02g0576700	1796.090341	0.285596694	0.084209057	3.391519907	0.000695061	0.001939806
Os02g0114800	19.25371067	1.791260068	0.528214736	3.391158831	0.000695978	0.001942181
Os02g0121300	41048.32747	0.303963825	0.089636933	3.391055623	0.00069624	0.00194273
Os12g0172500	2267.014464	-0.289129995	0.085280878	-3.390326202	0.000698095	0.001947724
Os02g0692700	1461.075041	-0.492816825	0.145387999	-3.389666461	0.000699777	0.001952234
Os10g0498700	3019.648664	-0.326346821	0.096283587	-3.389433556	0.000700372	0.00195371
Os01g0704200	239.1337897	0.547916722	0.16166023	3.389310543	0.000700686	0.001954037
Os11g0682000	10.93883284	2.533514207	0.747492517	3.389350594	0.000700584	0.001954037
Os09g0462200	121.8653875	0.908455867	0.268035447	3.389312414	0.000700681	0.001954037
Os03g0798200	171.9041149	-0.613074622	0.180892708	-3.389161614	0.000701067	0.001954915
Os01g0708100	132.3945764	0.79728688	0.235249958	3.389105298	0.000701211	0.00195495
Os03g0417900	1533.796499	-0.302303294	0.089198028	-3.389125301	0.00070116	0.00195495
Os09g0133700	1040.553026	-0.372942022	0.110045367	-3.388984307	0.00070152	0.00195563
Os11g0114700	882.5939103	-0.351875458	0.103841529	-3.388581264	0.000702552	0.001958323
Os01g0728200	62.9510764	1.076794527	0.317786645	3.388419693	0.000702966	0.001959293
Os10g0363100	782.9644111	-0.356626199	0.105253237	-3.388268225	0.000703354	0.001960192
Os08g0192200	101.6860176	-0.775094323	0.228765806	-3.388156368	0.000703641	0.001960808
Os01g0203000	1170.602682	-0.334388318	0.098715762	-3.387385255	0.000705622	0.001966036
Os08g0477600	181.8656697	-0.575354399	0.169852607	-3.387374552	0.00070565	0.001966036
Os12g0152800	320.2087777	0.612690777	0.180884508	3.387193209	0.000706116	0.001967152
Os03g0748400	1212.748688	-0.328109346	0.096885471	-3.386569129	0.000707724	0.001971447
Os03g0227000	2020.025821	0.311436667	0.091972042	3.386210202	0.000708651	0.001973843
Os01g0613900	530.5691214	0.427434072	0.12624231	3.385822658	0.000709652	0.001976447
Os03g0833700	908.9679338	-0.345519564	0.102051771	-3.385728262	0.000709896	0.001976942
Os02g0111500	47.69222134	-1.109268659	0.327708947	-3.384920278	0.000711989	0.001982585
Os10g0349300	8.292269031	3.749929647	1.107889312	3.38475117	0.000712428	0.001983445
Os09g0491596	74.29398519	0.874699801	0.258423772	3.384749769	0.000712432	0.001983445
Os01g0320700	428.9059888	0.4835697	0.142895654	3.384075619	0.000714183	0.001988136
Os01g0139200	5683.430775	-0.306521994	0.090593442	-3.383489877	0.000715708	0.001992195
Os08g0393700	15.8955714	-2.079564992	0.614686608	-3.38313047	0.000716646	0.001994617
Os12g0589100	4810.422707	0.373557023	0.110423261	3.382955898	0.000717101	0.001995699
Os01g0659900	126.4405589	0.72542951	0.214444849	3.382825532	0.000717442	0.001996459
Os02g0642300	647.7998014	-0.387529292	0.114571735	-3.382416181	0.000718512	0.00199925
Os01g0264700	857.049645	-0.359987251	0.106442618	-3.381984194	0.000719643	0.002002209
Os02g0834800	15.56108789	1.995456227	0.59004992	3.38184306	0.000720013	0.002003051
Os11g0110100	1030.541026	0.331137307	0.097920901	3.381681571	0.000720436	0.002004041
Os11g0594800	21.95244853	-2.318230448	0.685545879	-3.381583231	0.000720694	0.002004571
Os07g0631500	182.6678395	0.56221672	0.166281084	3.381122542	0.000721903	0.002007747
Os06g0143900	2411.162533	0.272031368	0.080468559	3.380592007	0.000723299	0.002011439
Os07g0588100	38.16332755	1.164801784	0.344575383	3.380397561	0.000723811	0.002012572
Os08g0506000	77.95748717	-0.896049448	0.265073116	-3.380385995	0.000723841	0.002012572
Os05g0297900	706.4608917	-0.456823294	0.135144174	-3.380266289	0.000724156	0.00201326
Os05g0496100	15.51188074	2.271168034	0.671963344	3.379898699	0.000725126	0.002015766
Os03g0662000	151.0300119	-0.620574581	0.183645363	-3.379200932	0.000726969	0.002020701
Os02g0506100	54.09665531	1.149912886	0.340316375	3.378952561	0.000727626	0.002022338
Os01g0840700	371.7966818	0.493186718	0.145987424	3.378282209	0.000729402	0.002027082
Os01g0533500	339.7943398	0.540210131	0.159907945	3.378256979	0.000729469	0.002027082
Os11g0150200	342.4829301	0.468541215	0.138702248	3.378036191	0.000730055	0.002028521
Os03g0334800	442.5059248	-0.498616669	0.147622983	-3.377635781	0.000731118	0.002031287
Os11g0567600	14.73268379	2.249681285	0.666057602	3.377607698	0.000731193	0.002031305
Os01g0679550	169.0623004	0.689659178	0.204244758	3.376630989	0.000733794	0.00203834
Os08g0334900	41.85123916	-1.362347628	0.403505546	-3.376279809	0.000734732	0.002040753
Os03g0305500	1557.050494	-0.311552811	0.092291813	-3.375736183	0.000736185	0.002044599
Os02g0208100	831.1308518	-0.418768673	0.124061636	-3.375488892	0.000736847	0.002046246
Os01g0672300	489.9976197	-0.390819304	0.115791008	-3.375212916	0.000737586	0.002048108
Os09g0495500	41.95316376	1.756714406	0.520479612	3.375183897	0.000737664	0.002048133
Os04g0508900	320.990071	-0.438322182	0.129877227	-3.374896371	0.000738435	0.002050069
Os07g0285700	14.24453816	2.099946144	0.622229777	3.37487247	0.000738499	0.002050069
Os11g0227800	264.8530816	1.025705876	0.30395862	3.374491817	0.000739521	0.002052715
Os03g0860900	892.0060284	-0.396191625	0.117416097	-3.374253065	0.000740163	0.002054304
Os09g0438700	2477.355856	-0.36987114	0.109651347	-3.373156391	0.000743117	0.002062312
Os03g0187200	79.38331457	-0.867780629	0.257264405	-3.373108022	0.000743248	0.002062482
Os10g0570200	46.45911946	1.302243966	0.386118009	3.37265793	0.000744464	0.002065663
Os03g0186950	285.5621371	-0.558162135	0.165505104	-3.37247688	0.000744953	0.002066829
Os03g0125700	144.6859092	-0.679865313	0.201641046	-3.371661313	0.000747163	0.002072765
Os08g0180300	1611.941589	-0.334592134	0.099254036	-3.371068279	0.000748773	0.002077038
Os01g0626100	521.4345369	-0.474385899	0.140737465	-3.3707151	0.000749733	0.002079509
Os04g0682050	842.9664096	-0.391731462	0.116234331	-3.370187261	0.000751171	0.002083302
Os01g0956600	141.2838142	-0.624651573	0.185443676	-3.368416694	0.000756012	0.002096533
Os03g0397600	273.8458904	-1.977830042	0.587216039	-3.368147175	0.000756752	0.002098388
Os10g0447100	2654.331683	-0.265805398	0.078920902	-3.36799748	0.000757163	0.002099332
Os05g0551600	88.3037132	-0.817944674	0.242865908	-3.36788593	0.000757469	0.002099986
Os10g0516551	1511.702032	-0.36444	0.108211398	-3.367852232	0.000757562	0.002100047
Os04g0559700	1742.181241	-0.34463915	0.102344703	-3.36743516	0.000758709	0.00210303
Os06g0694300	68.87108591	1.189993316	0.353390349	3.36736224	0.000758909	0.00210339
Os09g0297000	620.1773775	-0.404906738	0.120253191	-3.367118439	0.000759581	0.002105055
Os06g0661200	32.28818108	-1.81118911	0.537936872	-3.366917576	0.000760134	0.002106392
Os07g0667900	762.502792	-0.489361756	0.145350729	-3.366765068	0.000760555	0.002107361
Os09g0244900	655.1762097	-0.361125298	0.107292983	-3.365786726	0.000763257	0.002114652
Os08g0520000	412.0504859	0.433895715	0.128916613	3.365708308	0.000763474	0.002115056
Os04g0606000	719.9239275	0.583252283	0.173311432	3.365342238	0.000764488	0.002117667
Os06g0324150	3.494326026	-5.409050843	1.607350475	-3.365196904	0.000764891	0.002118586
Os02g0756200	90.37852964	0.977328243	0.29050497	3.364239316	0.00076755	0.002125753
Os01g0732000	418.3209539	0.430638451	0.128006011	3.364204901	0.000767645	0.00212582
Os04g0674450	302.183921	-0.485846255	0.144417993	-3.364167063	0.000767751	0.002125913
Os01g0285300	333.7744006	0.614830435	0.182779883	3.36377519	0.000768841	0.002128736
Os08g0514033	39.07722035	-1.161621113	0.345368554	-3.363424668	0.000769818	0.002131243
Os02g0601700	219.2980017	0.527466452	0.156838704	3.363114061	0.000770685	0.002133444
Os09g0478400	599.8403265	-0.431518759	0.128321042	-3.362805918	0.000771546	0.002135627
Os07g0162400	540.2587188	-0.767785046	0.228405409	-3.361501157	0.0007752	0.002145543
Os01g0580100	222.7903013	0.574479059	0.170976043	3.35999739	0.000779432	0.002157055
Os08g0261100	368.6282492	0.47090359	0.140181315	3.359246493	0.000781553	0.002162724
Os02g0480200	377.6113717	0.478137687	0.142340447	3.359113301	0.00078193	0.002163565
Os03g0274700	287.2328821	-0.54116715	0.161113892	-3.358910531	0.000782504	0.002164952
Os10g0476400	965.9941148	-0.313470603	0.093334953	-3.358555315	0.00078351	0.002167535
Os08g0543400	791.1665455	0.343169834	0.102184319	3.358341442	0.000784117	0.002169011
Os05g0435400	52.50002406	-1.049237609	0.31246764	-3.35790807	0.000785347	0.002172212
Os10g0477800	1112.571078	-0.302637442	0.090145505	-3.357210546	0.000787331	0.002177498
Os06g0128500	210.6711906	0.617005011	0.183817034	3.356625861	0.000788998	0.002181904
Os06g0233101	49.18059661	1.262596145	0.376164821	3.356497141	0.000789365	0.002182717
Os03g0322200	195.9096379	-0.742719408	0.221320923	-3.355848149	0.00079122	0.002187642
Os04g0550200	226.4758401	0.557049549	0.166013394	3.355449427	0.000792361	0.002190594
Os10g0492800	2183.177737	-0.38335655	0.114251291	-3.355380481	0.000792559	0.002190937
Os08g0448100	120.8607456	-0.859322582	0.256115614	-3.355213566	0.000793037	0.002192055
Os12g0194600	232.8470179	0.557773373	0.166250694	3.355013791	0.00079361	0.002193435
Os12g0119700	457.2512513	-0.452772928	0.134963221	-3.3547875	0.00079426	0.002195026
Os01g0241000	248.7721821	-0.560978702	0.167237789	-3.354377648	0.000795437	0.002198076
Os12g0164800	1948.450626	0.314391387	0.093751739	3.353445916	0.00079812	0.002205285
Os05g0417600	364.4803247	-0.461302343	0.137565354	-3.353332284	0.000798448	0.002205986
Os08g0498100	7837.006499	-0.330145053	0.098475591	-3.352557201	0.000800687	0.002211966
Os07g0535700	132.6361086	-0.710860368	0.212055922	-3.352230678	0.000801632	0.002214371
Os10g0184200	126.2925594	-0.703137086	0.20980043	-3.351456842	0.000803876	0.002220363
Os02g0594100	1235.111233	-0.355497294	0.106093658	-3.350787417	0.000805821	0.002225531
Os12g0165000	2000.853597	-0.305746125	0.091253173	-3.350525943	0.000806583	0.002227426
Os11g0549690	210.7595369	-0.546940113	0.163246792	-3.350388134	0.000806984	0.002228328
Os01g0228300	401.0502832	-0.409070491	0.122135005	-3.349330451	0.000810071	0.002236645
Os09g0561000	73.74515946	1.019193593	0.304306144	3.349237641	0.000810343	0.002237186
